Company Name,Industry group,ISIN code,NSE symbol,Date,Total income from continuing operations,Net sales,Total expenses,Interest expenses,Depreciation,Total tax provision,Net Profit/(Loss) for the period from continuing operations (after tax),Reported Profit after tax,PBT,PBDT,PBDIT,PBIT net of P&E,Earnings per share before extraordinary item,Closing Price,Date.1,Closing Price.1,Shares Outstanding,Market Capitalisation,EPS,P/E,Number of Transactions,Enterprise value,Industry P/E,Beta,industry_score
Sindhu Trade Links Ltd. (1992),Transport logistics services,INE325D01025,SINDHUTRAD,31-12-2022,132.89,128.17,125.63,12.23,2.3,6.13,5.77,5.77,11.9,14.2,26.43,24.13,0.04,21.1,,22.65,1541928780,3492.468687,0.003502,6467.534605,409,3898.208687,41.66,0.010714,-0.14794687699617792
Sirca Paints India Ltd.,Wholesale trading,INE792Z01011,SIRCA,31-12-2022,66.19,65.22,68.92,0.01,0.87,3.63,10.53,10.53,14.16,15.03,15.04,14.17,3.84,480.2,,628.1,27404400,1721.270364,15.785786,39.788959,666,1638.730364,116.56,1.065175,-0.23739051576619835
Siyaram Silk Mills Ltd.,Cloth,INE076B01028,SIYSIL,31-12-2022,514.27,501.11,523.96,5.57,15.13,16.32,51.99,51.99,68.31,83.44,89.01,73.88,11.09,632.2,,512.1,46870080,2400.216797,50.825601,10.075631,769,2592.136797,18.37,1.564982,-0.32408738057560427
Skipper Ltd.,Other ferrous metal products,INE439E01022,SKIPPER,31-12-2022,446.07,444.85,538.23,25.75,11.36,2.32,7.11,7.11,9.43,20.79,46.54,35.18,0.69,422.25,,108.75,102670212,1116.538556,2.582054,42.117637,571,1690.078555,12.27,1.725103,-0.25482541344281856
Sobha Ltd.,Housing construction,INE671H01015,SOBHA,31-12-2022,919.0,890.5,1388.3,62.4,16.9,5.5,36.6,36.6,42.1,59.0,121.4,104.5,3.86,1460.35,,597.4,94845853,5666.091258,6.241707,95.711001,338,8014.881258,83.37,1.424333,-0.2017080929626154
Solar Industries India Ltd.,Other chemical products,INE343H01029,SOLARINDS,31-12-2022,1081.03,1058.69,981.56,9.11,14.41,38.74,115.56,115.56,154.3,168.71,177.82,163.41,12.77,11911.4,,4004.4,90490055,36235.837624,41.470856,96.559378,796,36368.637624,37.65,0.72329,-0.24540235502819857
Solara Active Pharma Sciences Ltd.,Drugs & pharmaceuticals,INE624Z01016,SOLARA,31-12-2022,401.63,394.75,405.46,23.64,27.89,0.22,0.42,0.42,0.64,28.53,52.17,24.17,0.12,572.15,,409.9,35996267,1475.486984,-3.814284,30.7236545,650,2466.416984,39.53,1.022646,-0.19195911292555537
Somany Ceramics Ltd.,Wholesale trading,INE355A01028,SOMANYCERA,31-12-2022,623.64,616.77,617.1,1.86,10.36,5.97,17.42,17.42,23.39,33.75,35.61,25.25,4.1,418.55,,541.6,42474208,2300.403105,16.857289,32.128535,392,2240.233105,116.56,1.361251,-0.23739051576619835
Sona B L W Precision Forgings Ltd.,Other automobile ancillaries,INE073K01018,SONACOMS,31-12-2022,628.77,616.27,514.37,4.87,44.14,27.85,95.59,95.59,123.44,167.58,172.45,128.31,1.63,497.1,,449.85,585404582,26334.425121,5.679149,79.210808,1817,26435.865121,38.68,1.062201,-0.25847999501499275
Sonata Software Ltd.,Computer software,INE269A01021,SONATSOFTW,31-12-2022,276.79,233.17,212.1,1.73,4.86,10.54,64.69,64.69,75.23,80.09,81.82,76.96,2.33,344.75,,606.75,140212408,8507.387855,14.362495,42.245446,1299,8199.317855,29.01,1.153431,-0.22129977102466347
South Indian Bank Ltd.,Banking services,INE683A01023,SOUTHBANK,31-12-2022,1898.27,1898.27,1795.52,1073.12,13.67,59.06,102.75,102.75,161.81,161.81,1234.93,1234.93,0.49,40.0,,18.0,2092741018,3766.933832,2.913308,6.178543,4099,-4141.986168,18.44,1.337566,0.17737526706292647
Southern Petrochemical Inds. Corpn. Ltd.,Fertilisers,INE147A01011,SPIC,31-12-2022,707.81,698.62,648.72,10.62,10.78,13.14,85.18,85.18,85.18,95.96,106.58,95.8,4.04,77.39,,74.5,203640336,1517.120503,12.519131,5.950892,1407,1815.210503,10.11,1.497287,-0.2984772216688546
Spandana Sphoorty Financial Ltd.,Other fund based financial services,INE572J01011,SPANDANA,31-12-2022,355.43,331.68,286.16,118.1,2.51,24.55,69.27,69.27,93.82,96.33,214.43,203.45,9.76,264.9,,571.15,70983269,4054.209409,-14.054016,30.7236545,376,6777.279409,33.67,1.203412,-0.23981065613779393
Speciality Restaurants Ltd.,Hotels & restaurants,INE247M01014,SPECIALITY,31-12-2022,105.84,103.71,90.89,3.55,8.4,13.14,14.95,14.95,14.95,23.35,26.9,18.23,3.18,115.15,,251.05,46957657,1178.871979,9.523473,26.36118,977,1316.511979,74.95,1.519634,-0.18801789305244987
Spicejet Ltd.,Air transport services,INE285B01017,SPICEJET,31-12-2022,2829.52,2314.6,2723.33,228.99,233.69,13.14,106.82,106.82,106.82,340.51,569.5,335.81,1.77,30.2,,35.45,601845665,2133.542882,-33.032056,30.7236545,1563,10463.952882,-13.84,1.4144,0.3284800751409094
Star Cement Ltd.,Cement,INE460H01021,STARCEMENT,31-12-2022,629.78,623.49,613.31,3.52,20.69,16.99,30.3,30.3,47.29,67.98,71.5,50.81,0.75,215.5,,108.85,404180417,4399.503839,4.204805,25.887048,624,3932.803839,48.83,0.770739,-0.2010629948632316
Star Health & Allied Insurance Co. Ltd.,Insurance services,INE575P01011,STARHEALTH,31-12-2022,3074.36,2867.24,2863.89,6.715,13.67,71.26,39.055,210.47,281.73,281.73,281.73,71.26,3.63,464.95,,500.75,581677348,29127.493201,7.396712,67.698996,3319,5158.883983,22.59,1.191821,0.677920965378867
State Bank Of India,Banking services,INE062A01020,SBIN,31-12-2022,98083.77,86616.04,83878.43,48547.42,13.67,5253.37,14205.34,14205.34,19458.71,19458.71,68006.13,68006.13,15.92,980.15,,553.7,8924611934,494155.762786,39.027501,14.187432,24032,330028.512786,18.44,1.542606,0.17737526706292647
Steel Authority Of India Ltd.,Steel,INE114A01011,SAIL,31-12-2022,25461.04,25041.88,25793.6,640.26,1220.99,171.15,463.54,463.54,634.69,1855.68,2495.94,976.54,1.12,125.9,,90.6,4130525289,37422.559118,6.080583,14.899888,7771,54338.589118,13.6,1.773672,-0.3195550430372759
Steel Exchange India Ltd.,Steel,INE503B01021,STEELXIND,31-12-2022,310.67,307.19,330.93,23.27,5.8,13.14,-25.42,-25.42,-25.42,-19.62,3.65,-2.52,-0.29,7.91,,13.02,943811770,1228.842925,0.808848,16.096973,1111,1698.892925,13.6,1.322492,-0.3195550430372759
Steel Strips Wheels Ltd.,Other automobile ancillaries,INE802C01033,SSWL,31-12-2022,940.48,938.44,965.05,22.02,20.21,23.83,43.77,43.77,67.6,87.81,109.83,89.72,2.8,193.65,,142.2,156513200,2225.617704,12.469236,11.404067,1406,2979.887704,38.68,1.188252,-0.25847999501499275
Sterling & Wilson Renewable Energy Ltd.,Industrial construction,INE00M201021,SWSOLAR,31-12-2022,334.92,292.56,379.91,36.6,2.15,4.6,-44.99,-44.99,-40.39,-38.24,-1.64,-5.86,-2.37,214.15,,286.5,189693333,5434.71399,-13.034723,30.7236545,1822,5446.25399,63.05,1.409583,-0.2658631511792221
Sterling Tools Ltd.,Other ferrous metal products,INE334A01023,STERTOOLS,31-12-2022,151.81,151.33,146.57,2.24,7.67,3.79,10.09,10.09,13.88,21.55,23.79,16.12,2.8,265.8,,335.4,36024211,1208.252037,10.143178,33.066558,1312,1305.652037,12.27,1.283298,-0.25482541344281856
Sterlite Technologies Ltd.,Wires & cables,INE089C01029,STLTECH,31-12-2022,1514.0,1462.0,1371.0,76.0,50.0,32.0,123.0,53.0,85.0,135.0,211.0,231.0,1.34,99.7,,181.55,398420943,7233.33222,4.300979,42.211322,1127,9507.33222,29.86,1.197802,-0.19300179388073796
Stove Kraft Ltd.,Other consumer goods,INE00IN01015,STOVEKRAFT,31-12-2022,324.53,324.53,323.16,4.0,8.33,2.39,7.79,7.79,10.18,18.51,22.51,14.18,2.37,587.45,,511.15,33025195,1688.082842,15.772806,32.407042,639,1842.852842,43.38,1.763023,-0.2617559110787527
Strides Pharma Science Ltd.,Drugs & pharmaceuticals,INE939A01011,STAR,31-12-2022,423.61,386.51,437.09,35.1,22.26,12.81,12.54,12.54,25.35,47.61,82.71,53.1,1.39,930.9,,295.35,90302704,2667.090363,-14.512301,30.7236545,1771,3936.130363,39.53,1.114103,-0.19195911292555537
Stylam Industries Ltd.,"Plastic tubes, pipes, fittings & sheets",INE239C01020,STYLAMIND,31-12-2022,234.19,233.98,208.86,4.08,3.8,7.67,24.01,24.01,31.68,35.48,39.56,35.76,14.17,2170.65,,1115.1,16948060,1889.878171,50.743271,21.975328,87,1968.118171,90.01,1.02209,-0.09096151730246531
Styrenix Performance Materials Ltd.,Polymers,INE189B01011,STYRENIX,31-12-2022,559.64,557.19,535.76,1.3,9.45,10.24,30.2,30.2,40.44,49.89,51.19,41.74,17.18,1966.95,,777.85,17585625,1367.897841,134.325621,5.790779,155,1239.687841,18.93,0.985746,-0.2527023583107275
Subex Ltd.,Computer software,INE754A01055,SUBEXLTD,31-12-2022,70.63,70.19,75.58,0.71,3.29,1.01,-4.95,-4.95,-3.94,-0.65,0.06,-3.23,-0.09,11.9,,34.35,562002935,1930.480082,-0.404268,30.7236545,2661,1922.310082,29.01,1.17942,-0.22129977102466347
Subros Ltd.,Other automobile ancillaries,INE287B01021,SUBROS,31-12-2022,663.0,654.6,662.5,1.59,28.19,4.03,8.19,8.19,12.22,40.41,42.0,13.81,1.25,867.65,,300.55,65235750,1960.660466,6.317088,47.577298,249,1910.580466,38.68,1.378524,-0.25847999501499275
Sudarshan Chemical Inds. Ltd.,Dyes & pigments,INE659A01023,SUDARSCHEM,31-12-2022,467.91,465.27,458.94,18.57,30.12,0.32,1.36,1.36,1.68,31.8,50.37,18.64,0.2,970.6,,385.45,69227250,2668.364351,5.180041,74.410607,307,3411.694351,75.2,1.02316,-0.25141337692746524
Sula Vineyards Ltd.,Alcoholic beverages,INE142Q01026,SULA,31-12-2022,182.0,180.35,108.71,5.35,5.96,13.36,39.23,39.23,52.59,58.55,63.9,57.94,4.7,212.7,,377.95,84198748,3182.291681,9.963331,37.9341,1331,3398.501681,58.85,1.587467,-0.20907155538278388
Sumitomo Chemical India Ltd.,Pesticides,INE258G01013,SUMICHEM,31-12-2022,766.52,752.98,601.73,1.31,11.39,30.79,90.61,90.61,121.4,132.79,134.1,122.34,1.82,443.15,,454.45,499145736,22683.677973,10.134916,44.840037,1048,22503.157973,30.43,0.931199,-0.2787880162986381
Sun Pharma Advanced Research Co. Ltd.,Business services & consultancy,INE232I01014,SPARC,31-12-2022,131.12,131.09,120.97,2.93,3.13,13.14,10.15,10.15,10.15,13.28,16.21,13.08,0.35,144.35,,200.15,324521588,6495.299584,-6.672592,30.7236545,613,6573.299584,60.13,1.227637,-0.22231802174705587
Sun Pharmaceutical Inds. Ltd.,Drugs & pharmaceuticals,INE044A01036,SUNPHARMA,31-12-2022,4720.38,4645.75,4243.31,130.89,430.44,19.35,486.73,486.73,506.08,936.52,1067.41,636.97,2.0,1745.1,,1035.0,2399334970,248331.169395,10.673958,96.964971,4919,252644.499395,39.53,0.782352,-0.19195911292555537
Sun T V Network Ltd.,Media-broadcasting,INE424H01027,SUNTV,31-12-2022,951.71,857.51,535.39,1.14,109.22,140.59,416.32,416.32,556.91,666.13,667.27,558.05,10.56,543.35,,462.5,394084620,18226.413675,43.578204,10.613104,2195,17358.433675,18.65,1.275341,-0.31204317365713524
Sundaram Finance Ltd.,Auto finance services,INE660A01013,SUNDARMFIN,31-12-2022,1010.96,1000.52,768.28,458.04,25.19,76.44,242.68,242.68,319.12,344.31,802.35,769.0,21.84,4938.55,,2274.35,111103860,25268.906399,92.86266,24.491545,238,52830.596399,16.83,0.833291,0.0660963646069473
Sundram Fasteners Ltd.,Other automobile ancillaries,INE387A01021,SUNDRMFAST,31-12-2022,1236.18,1226.87,1134.17,6.27,39.88,35.92,106.13,106.13,142.05,181.93,188.2,148.32,5.05,941.1,,984.25,210128370,20681.884817,21.434992,45.917908,934,21097.814817,38.68,1.081458,-0.25847999501499275
Sundrop Brands Ltd.,Vegetable oils & products,INE209A01019,SUNDROP,31-12-2022,224.61,224.47,223.56,0.58,5.41,2.34,6.77,6.77,9.11,14.52,15.1,9.69,2.82,707.25,,909.65,24369264,2216.7501,5.035031,180.66423,95,2264.8301,51.57,0.951338,-0.1258329722967099
Sunflag Iron & Steel Co. Ltd.,Steel,INE947A01014,SUNFLAG,31-12-2022,872.58,869.42,777.07,21.8,19.76,19.07,59.15,59.15,78.22,97.98,119.78,100.02,3.28,260.9,,136.65,180219448,2462.698757,-4.731454,30.7236545,3144,2966.528757,13.6,1.594977,-0.3195550430372759
Sunteck Realty Ltd.,Housing construction,INE805D01034,SUNTECK,31-12-2022,60.68,47.76,78.04,11.84,1.05,2.99,7.01,7.01,10.0,11.05,22.89,21.84,0.48,392.65,,364.35,146463848,5336.410302,0.151573,2403.788424,2784,5744.180302,83.37,1.342386,-0.2017080929626154
Suprajit Engineering Ltd.,Other automobile ancillaries,INE399C01030,SUPRAJIT,31-12-2022,382.34,368.34,335.89,4.73,7.37,16.56,54.5,54.5,71.06,78.43,83.16,75.79,3.94,465.05,,323.4,138391453,4475.57959,13.997252,23.104536,571,4443.64959,38.68,1.02608,-0.25847999501499275
Supreme Industries Ltd.,"Plastic tubes, pipes, fittings & sheets",INE195A01028,SUPREMEIND,31-12-2022,2330.6,2310.73,2134.9,1.15,64.76,63.29,194.08,194.08,257.37,322.13,323.28,258.52,15.28,3362.0,,2525.75,127026870,32083.81169,54.834068,46.061693,1617,29355.11169,90.01,0.900911,-0.09096151730246531
Supreme Petrochem Ltd.,Polymers,INE663A01033,SPLPETRO,31-12-2022,1194.57,1180.38,1095.3,0.96,11.02,31.59,89.85,89.85,121.44,132.46,133.42,122.4,4.78,626.0,,387.4,188041342,7284.721589,30.035416,12.898107,844,6819.191589,18.93,0.791797,-0.2527023583107275
Supriya Lifescience Ltd.,Drugs & pharmaceuticals,INE07RO01027,SUPRIYA,31-12-2022,107.7,105.14,101.55,1.01,2.95,3.13,9.52,9.52,12.65,15.6,16.61,13.66,1.18,737.3,,215.1,80482800,1731.185028,12.142967,17.713957,566,1533.675028,39.53,1.428581,-0.19195911292555537
Surya Roshni Ltd.,Steel,INE335A01020,SURYAROSNI,31-12-2022,2022.0,2021.13,1903.13,11.15,29.84,33.0,89.64,89.64,122.64,152.48,163.63,133.79,16.76,266.95,,644.2,54408974,3505.026105,48.894508,13.175304,2260,4097.326105,12.27,1.698829,-0.3195550430372759
Suryoday Small Finance Bank Ltd.,Banking services,INE428Q01011,SURYODAY,31-12-2022,317.4,291.75,299.35,108.3,13.67,5.52,18.05,18.05,23.57,23.57,131.87,131.87,1.7,134.15,,107.75,106158749,1143.86052,1.160526,92.845821,630,2717.51052,18.44,0.77184,0.17737526706292647
Suven Life Sciences Ltd.,Other fund based financial services,INE495B01038,SUVEN,31-12-2022,5.2,3.0,11.83,0.06,1.67,13.14,-6.63,-6.63,-6.63,-4.96,-4.9,-6.57,-0.35,170.85,,61.8,218073717,1347.695571,-1.654028,30.7236545,373,1347.745571,60.13,1.535805,-0.23981065613779393
Suzlon Energy Ltd.,Boilers & turbines,INE040H01021,SUZLON,31-12-2022,958.12,910.77,863.61,123.76,40.12,13.14,-88.24,-88.24,-88.24,-48.12,75.64,35.52,-0.08,52.59,,9.8,12473087083,12223.625341,-0.418204,30.7236545,14930,16141.775341,-21.11,1.214202,-0.12183226043480944
Swan Energy Ltd.,Cloth,INE665A01038,SWANCORP,31-12-2022,92.96,92.6,93.91,4.85,1.98,0.13,0.45,0.45,0.58,2.56,7.41,5.43,0.02,468.1,,330.7,263917000,8727.73519,0.41263,801.444921,1496,8826.07519,116.56,0.488333,-0.32408738057560427
Swaraj Engines Ltd.,Engines,INE277A01016,SWARAJENG,31-12-2022,281.7,278.93,261.27,0.02,4.59,8.0,23.23,23.23,31.23,35.82,35.84,31.25,19.13,3616.55,,1657.6,12144466,2013.066684,99.073932,16.73094,221,1894.256684,34.43,0.873048,-0.25261377535247476
Symphony Ltd.,Wholesale trading,INE225D01027,SYMPHONY,31-12-2022,236.0,223.0,233.0,6.715,1.0,16.0,52.0,52.0,68.0,69.0,69.0,68.0,7.35,840.1,,960.75,69957000,6721.118775,23.65739,40.61099,777,6550.558775,116.56,1.039627,-0.23739051576619835
Syngene International Ltd.,Drugs & pharmaceuticals,INE398R01022,SYNGENE,31-12-2022,803.8,786.6,705.7,29.3,94.6,29.8,109.5,109.5,139.3,233.9,263.2,168.6,2.73,654.25,,563.7,401434500,22628.862765,10.7913,52.236525,2131,22912.362765,39.53,0.553024,-0.19195911292555537
Syrma S G S Technology Ltd.,Other electronics,INE0DYJ01015,SYRMA,31-12-2022,289.06,276.46,268.37,3.77,4.36,5.15,15.65,15.65,20.8,25.16,28.93,24.57,0.89,729.3,,256.35,176777842,4531.69998,1.824324,140.517829,1687,4660.41998,48.08,0.964036,-0.11779069539848289
T A R C Ltd.,Other fund based financial services,INE0EK901012,TARC,31-12-2022,106.21,87.07,100.44,23.63,0.5,-1.85,5.77,5.77,3.92,4.42,28.05,27.55,0.2,147.05,,41.85,295096335,1234.978162,-10.64737,30.7236545,747,2142.418162,83.37,0.91273,-0.23981065613779393
T C I Express Ltd.,Road transport services,INE586V01016,TCIEXP,31-12-2022,315.72,314.42,283.7,0.44,4.29,10.63,32.02,32.02,42.65,46.94,47.38,43.09,8.32,581.1,,1739.75,38325025,6667.596224,35.652945,48.796811,1089,6563.906224,38.39,1.126776,-0.1999541833304146
T C N S Clothing Co. Ltd. [Merged],Readymade garments,INE778U01029,TCNSBRANDS,31-12-2022,309.94,306.14,341.17,13.37,29.42,0.21,0.5,0.5,0.71,30.13,43.5,14.08,0.08,583.9,,483.85,61718168,2986.233559,-2.782001,30.7236545,184,3388.873559,42.45,0.75282,-0.28546545647070276
T C P L Packaging Ltd.,Plastic films & flexible packaging,INE822C01015,TCPLPACK,31-12-2022,369.42,366.4,341.39,11.25,15.05,10.21,26.85,26.85,37.06,52.11,63.36,48.31,29.51,2947.9,,1337.65,9100000,1217.2615,92.153846,14.515401,234,1580.9715,7.64,1.14308,-0.3348941152618447
T D Power Systems Ltd.,"Generators, transformers & switchgears",INE419M01027,TDPOWERSYS,31-12-2022,202.16,198.66,178.99,6.715,4.68,7.85,19.84,19.84,27.69,32.37,32.37,27.69,1.28,715.9,,131.15,156042635,2046.499158,5.144748,25.492017,729,1976.989158,78.35,1.166925,-0.19481232573431395
T G V Sraac Ltd.,Caustic soda,INE284B01028,SREERAYALK,31-12-2022,592.87,591.66,507.71,5.29,18.6,31.21,87.77,87.63,118.8,137.4,142.69,125.74,8.19,114.2,,112.5,107089800,1204.76025,37.200555,3.024148,1830,1614.36025,7.56,1.650319,-0.3237664354271137
T T K Healthcare Ltd.,Wholesale trading,INE910C01018,TTKHLTCARE,31-12-2022,194.35,182.56,187.62,0.78,3.21,4.23,12.0,12.0,16.23,19.44,20.22,17.01,8.49,1040.6,,984.65,14130333,1391.343239,431.928957,2.279657,82,1124.943239,116.56,0.884057,-0.23739051576619835
T T K Prestige Ltd.,Other domestic appliances,INE690A01028,TTKPRESTIG,31-12-2022,665.12,652.11,608.44,1.69,11.75,19.67,57.48,57.48,77.15,88.9,90.59,78.84,4.15,614.05,,781.05,138614020,10826.448032,20.195648,38.674173,2245,10489.658032,57.9,0.860834,-0.11111556716704424
T V S Holdings Ltd.,Diversified,INE105A01035,TVSHLTD,31-12-2022,526.76,503.49,481.54,11.45,24.64,14.14,34.18,34.18,48.32,72.96,84.41,38.46,16.89,14567.05,,4719.0,20232085,9547.520911,113.923009,41.422712,214,7914.420911,20.25,0.797536,-0.18790891179554034
T V S Motor Co. Ltd.,Two & three wheelers,INE494B01023,TVSMOTOR,31-12-2022,6551.91,6545.42,6239.22,31.63,158.32,122.72,352.75,352.75,475.47,633.79,665.42,507.1,7.42,3666.7,,1037.25,475087114,49278.4109,28.472252,36.430206,1228,50838.5709,25.13,1.196353,0.5446855727983667
T V S Srichakra Ltd.,Tyres & tubes,INE421C01016,TVSSRICHAK,31-12-2022,699.56,699.43,703.59,10.11,23.02,4.87,15.96,15.96,20.83,43.85,53.96,30.94,20.84,4229.05,,3304.1,7657050,2529.96589,71.163176,46.429912,184,3119.31589,47.38,1.1746,-0.16493441179989252
T V Today Network Ltd.,Media-broadcasting,INE038F01029,TVTODAY,31-12-2022,244.3,231.31,216.52,0.72,10.31,10.39,27.78,27.78,38.17,48.48,49.2,38.89,4.66,134.25,,247.7,59668615,1477.991594,18.525652,13.370649,185,666.441594,18.65,0.870799,-0.31204317365713524
Taj G V K Hotels & Resorts Ltd.,Hotels & restaurants,INE586B01026,TAJGVK,31-12-2022,105.56,105.41,88.24,3.81,3.63,8.5,17.32,17.32,25.82,29.45,33.26,29.63,2.76,379.8,,188.95,62701495,1184.744748,10.860985,17.397133,791,1364.854748,74.95,1.232732,-0.18801789305244987
Tamil Nadu Newsprint & Papers Ltd.,Paper & newsprint,INE107A01015,TNPL,31-12-2022,1263.19,1248.57,1256.03,55.6,71.04,61.22,112.9,112.9,174.12,245.16,300.76,229.72,16.31,142.9,,239.05,69210600,1654.479393,44.617443,5.35777,515,3879.769393,15.79,1.2132,-0.3489624638386909
Tamilnad Mercantile Bank Ltd.,Banking services,INE668A01016,TMB,31-12-2022,1172.88,1012.12,893.18,477.85,13.67,92.18,279.7,279.7,371.88,371.88,849.73,849.73,17.66,509.3,,469.7,158351454,7437.767794,61.150054,7.681105,951,3585.757794,18.44,1.126321,0.17737526706292647
Tanla Platforms Ltd.,Computer software,INE483C01032,TANLA,31-12-2022,290.13,286.03,271.09,0.02,1.76,6.22,19.04,19.04,25.26,27.02,27.04,25.28,1.4,536.3,,647.0,134400357,8695.703098,13.874219,46.633255,1044,8496.553098,29.01,1.1318,-0.22129977102466347
Tarsons Products Ltd.,"Plastic furniture, floorings & miscellaneous items",INE144Z01023,TARSONS,31-12-2022,64.68,61.32,54.6,1.23,7.21,5.47,16.12,16.12,21.59,28.8,30.03,22.82,3.03,230.7,,691.05,53206281,3676.820049,16.407837,42.117068,1277,3621.050049,52.52,1.629321,-0.21696835575475118
Tasty Bite Eatables Ltd.,Processed foods,INE488B01017,TASTYBITE,31-12-2022,108.82,105.48,97.59,2.61,6.83,1.42,3.77,3.77,5.19,12.02,14.63,7.8,14.69,8031.4,,10148.1,2566000,2604.00246,104.520655,97.091814,45,2737.97246,67.56,0.977555,-0.13872794997574678
Tata Chemicals Ltd.,Diversified manufacturing,INE092A01019,TATACHEM,31-12-2022,1244.0,1218.0,1151.0,4.0,62.0,54.0,190.0,190.0,244.0,306.0,310.0,248.0,7.46,761.2,,973.1,254756278,24790.333412,35.838175,27.152611,1509,17473.333412,34.93,1.049398,-0.2730534186329821
Tata Coffee Ltd. [Merged],Coffee,INE493A01027,TATACOFFEE,31-12-2022,295.46,273.04,258.8,3.86,6.54,7.73,26.61,26.61,34.34,40.88,44.74,38.2,1.42,344.8,,212.75,186770370,3973.539622,3.498414,60.813279,585,3946.049622,43.72,1.365171,-0.16837714382420763
Tata Communications Ltd.,Telecommunication services,INE151A01013,TATACOMM,31-12-2022,1918.86,1843.54,1709.91,21.31,236.99,69.29,208.95,208.95,278.24,515.23,536.54,299.55,7.33,1824.95,,1232.95,285000000,35139.075,31.198596,39.519406,2663,35987.225,-19.34,1.124651,-0.01775097677186995
Tata Consultancy Services Ltd.,Computer software,INE467B01029,TCS,31-12-2022,50833.0,49275.0,40174.0,136.0,996.0,3283.0,10659.0,10659.0,13942.0,14938.0,15074.0,14078.0,29.13,3282.6,,3357.45,3659051373,1228508.203228,104.106218,32.250235,10257,1186022.203228,29.01,0.607185,-0.22129977102466347
Tata Consumer Products Ltd.,Tea,INE192A01025,TATACONSUM,31-12-2022,2196.73,2153.31,2025.96,7.33,36.55,82.37,237.26,237.26,319.63,356.18,363.51,334.96,2.56,1183.55,,729.4,929011650,67762.109751,10.046806,72.600186,1812,64322.539751,110.09,1.040855,0.838760333515242
Tata Elxsi Ltd.,Computer software,INE670A01012,TATAELXSI,31-12-2022,836.88,817.74,643.3,4.47,21.43,45.42,194.68,194.68,240.1,261.53,266.0,244.57,31.26,5412.3,,6631.3,62276440,41297.375657,115.522018,57.40291,1728,40362.685657,29.01,1.221295,-0.22129977102466347
Tata Investment Corpn. Ltd.,Other fund based financial services,INE672A01026,TATAINVEST,31-12-2022,24.74,24.71,9.89,0.02,0.26,3.64,14.85,14.85,18.49,18.75,18.77,18.51,2.94,708.85,,2128.85,50595296,10770.979589,47.978769,44.370668,451,10764.849589,33.67,0.89915,-0.23981065613779393
Tata Metaliks Ltd. [Merged],Steel pipes & tubes,INE056C01010,TATAMETALI,31-12-2022,792.43,790.23,784.27,10.02,18.67,2.77,9.48,9.48,12.25,30.92,40.94,22.27,3.01,1111.05,,836.35,31577500,2640.984213,12.860423,65.032854,581,2662.514213,31.67,1.326696,-0.2615999515821926
Tata Motors Passenger Vehicles Ltd.,Commercial vehicles,INE155A01022,TMPV,31-12-2022,15967.16,15793.98,15526.22,570.11,430.18,54.03,506.19,506.19,560.22,990.4,1560.51,1130.33,1.31,352.75,,452.15,3321321065,150173.531954,-0.1721,30.7236545,17112,169935.131954,121.56,1.885774,0.05533662095510988
Tata Power Co. Ltd.,Conventional electricity,INE245A01021,TATAPOWER,31-12-2022,7026.42,5296.17,5522.08,538.81,288.65,496.7,1504.34,1504.34,2001.04,2289.69,2828.5,2539.85,4.24,380.5,,212.9,3195339547,68028.778956,10.618746,20.049448,28249,92760.558956,12.17,1.436083,-0.03716679162073462
Tata Steel Long Products Ltd. [Merged],Steel,INE674A01014,TATASTLLP,31-12-2022,1952.41,1790.41,2224.79,350.11,89.2,25.38,-236.93,-236.93,-211.55,-122.35,227.76,140.21,-52.53,829.45,,708.65,45100000,3196.0115,-197.780488,30.7236545,286,12120.7515,13.6,1.608953,-0.3195550430372759
Tata Steel Ltd.,Steel,INE081A01020,TATASTEEL,31-12-2022,34655.44,33929.37,31891.21,1117.26,1503.11,869.24,2363.51,2363.51,3232.75,4735.86,5853.12,4351.66,1.89,168.65,,119.65,12223453300,146253.618734,15.264189,7.838608,11222,172766.028734,13.6,1.325421,-0.3195550430372759
Tata Teleservices (Maharashtra) Ltd.,Telecommunication services,INE517B01013,TTML,31-12-2022,287.51,281.9,567.3,373.68,37.71,13.14,-279.79,-279.79,-279.79,-242.08,131.6,93.89,-1.43,49.81,,79.35,1954927727,15512.351514,-5.913774,30.7236545,5150,35526.951514,-19.34,1.398856,-0.01775097677186995
Tatva Chintan Pharma Chem Ltd.,Inorganic chemicals,INE0GK401011,TATVA,31-12-2022,114.61,113.54,96.35,2.38,2.38,2.6,10.56,10.56,13.16,15.54,17.92,15.54,4.76,1400.6,,2074.5,22165062,4598.142112,19.359296,107.157821,41,4583.592112,39.65,1.041223,-0.17966830745747447
Teamlease Services Ltd.,Business services & consultancy,INE985S01024,TEAMLEASE,31-12-2022,1773.23,1761.16,1747.29,1.45,6.44,-0.2,25.94,25.94,25.74,32.18,33.63,27.19,15.18,1603.55,,2304.1,17096769,3939.266545,61.210396,37.642299,344,3728.486545,60.13,0.771456,-0.22231802174705587
Tech Mahindra Ltd.,Computer software,INE669C01036,TECHM,31-12-2022,11376.3,10987.6,10171.9,58.5,195.2,325.5,1204.4,1204.4,1529.9,1725.1,1783.6,1568.3,12.34,1612.9,,1015.3,973849213,98874.910596,48.21383,21.058273,13494,96905.310596,29.01,0.71624,-0.22129977102466347
